Z,N,A,I,I2A,A23,Am13,Ec,Npair,Zm,vp,Nm,vn,Casten,Esh,Edef,Eth,Eexp,residual,uncertainty
30,38,68,0.1176470588235294,0.9411764705882352,16.659908371007916,0.2449986525148223,203.14188194753604,2,2.0,10.0,2.0,12.0,5.454545454545454,3.0907,0.7568,596.11635948,595.386376,0.7299834799999871,0.000782
31,37,68,0.088235294117647,0.5294117647058824,16.659908371007916,0.2449986525148223,217.3111273936393,0,2.0,11.0,2.0,13.0,5.958333333333333,4.1061,0.7777,592.7973641,591.682926,1.1144381000000294,0.001428
32,36,68,0.0588235294117647,0.2352941176470588,16.659908371007916,0.2449986525148223,231.96198336001368,2,2.0,12.0,2.0,14.0,6.461538461538462,4.3695,0.7868,592.04683433,590.7933228,1.2535115299999688,0.0018768
33,35,68,0.0294117647058823,0.0588235294117647,16.659908371007916,0.2449986525148223,247.0946255429417,0,2.0,13.0,2.0,15.0,6.964285714285714,4.3137,1.3031,583.78209189,581.9267076,1.8553842899999609,0.0018428
34,34,68,0.0,0.0,16.659908371007916,0.2449986525148223,262.70922071570544,2,2.0,14.0,2.0,14.0,7.0,3.0887,1.7298,578.07644729,576.4392776,1.6371696900000643,0.0004964
27,42,69,0.217391304347826,3.260869565217391,16.82284307569508,0.2438093199376099,162.72809249915835,1,2.0,7.0,2.0,8.0,3.733333333333333,1.2973,0.626,587.5299641,586.1830278,1.3469363000000385,0.085698
28,41,69,0.1884057971014492,2.449275362318841,16.82284307569508,0.2438093199376099,175.39188666185643,1,2.0,8.0,2.0,9.0,4.235294117647059,0.5234,0.1363,595.29238006,594.9938862,0.2984938600000077,0.003726
29,40,69,0.1594202898550724,1.7536231884057971,16.82284307569508,0.2438093199376099,188.53436721862025,1,2.0,9.0,2.0,10.0,4.7368421052631575,1.953,0.0575,600.21629847,599.9691036,0.2471948699999302,0.0014007
30,39,69,0.1304347826086956,1.173913043478261,16.82284307569508,0.2438093199376099,202.155740776895,1,2.0,10.0,2.0,11.0,5.238095238095238,3.452,0.2913,603.02231244,601.8684459,1.1538665399999672,0.0007935
31,38,69,0.1014492753623188,0.7101449275362319,16.82284307569508,0.2438093199376099,216.25620239488092,1,2.0,11.0,2.0,12.0,5.739130434782608,4.085,0.5312,603.10642863,601.9960062,1.1104224299999714,0.0012006
32,37,69,0.072463768115942,0.3623188405797101,16.82284307569508,0.2438093199376099,230.835936581172,1,2.0,12.0,2.0,13.0,6.24,4.7025,0.6018,600.95768041,598.986516,1.9711644099999148,0.0013179
33,36,69,0.0434782608695652,0.1304347826086956,16.82284307569508,0.2438093199376099,245.89511817914288,1,2.0,13.0,2.0,14.0,6.7407407407407405,4.5709,1.1671,596.20082542,594.2156766,1.9851488199999492,0.0320022
34,35,69,0.0144927536231884,0.0144927536231884,16.82284307569508,0.2438093199376099,261.4339131524838,1,2.0,14.0,2.0,15.0,7.241379310344827,4.0629,1.7798,589.09827191,586.7558658,2.342406109999956,0.0014904
35,34,69,-0.0144927536231884,0.0144927536231884,16.82284307569508,0.2438093199376099,277.45247928553187,1,2.0,15.0,2.0,14.0,7.241379310344827,3.644,1.9301,578.43022172,575.7982794,2.6319423200000074,0.0420003
27,43,70,0.2285714285714285,3.657142857142857,16.984992522418104,0.2426427503202586,161.94947727375347,0,2.0,7.0,2.0,7.0,3.5,0.4636,1.0589,591.67761471,590.39386,1.2837547099999256,0.01099
28,42,70,0.2,2.8,16.984992522418104,0.2426427503202586,174.55267819286934,2,2.0,8.0,2.0,8.0,4.0,0.1907,0.4294,602.65676482,602.300419,0.3563458200000013,0.002142
29,41,70,0.1714285714285714,2.057142857142857,16.984992522418104,0.2426427503202586,187.63227510548836,0,2.0,9.0,2.0,9.0,4.5,2.1407,0.1675,606.1669209,605.280585,0.8863359000000628,0.001085
30,40,70,0.1428571428571428,1.4285714285714286,16.984992522418104,0.2426427503202586,201.1884736304881,2,2.0,10.0,2.0,10.0,5.0,3.0456,0.1106,612.28663128,611.086602,1.2000292800000807,0.001918
31,39,70,0.1142857142857142,0.9142857142857144,16.984992522418104,0.2426427503202586,215.2214678927619,0,2.0,11.0,2.0,11.0,5.5,4.4046,0.1479,610.96389766,609.649656,1.314241659999993,0.001204
32,38,70,0.0857142857142857,0.5142857142857142,16.984992522418104,0.2426427503202586,229.73144151807384,2,2.0,12.0,2.0,12.0,6.0,4.6797,0.3683,612.22886921,610.519196,1.7096732100000054,0.000819
33,37,70,0.0571428571428571,0.2285714285714285,16.984992522418104,0.2426427503202586,244.7185685132147,0,2.0,13.0,2.0,13.0,6.5,5.0252,0.9705,606.06883715,603.508787,2.560050150000052,0.0014
34,36,70,0.0285714285714285,0.0571428571428571,16.984992522418104,0.2426427503202586,260.1830140477778,2,2.0,14.0,2.0,14.0,7.0,4.4764,1.6191,602.48347862,600.322366,2.16111262000004,0.001582
35,35,70,0.0,0.0,16.984992522418104,0.2426427503202586,276.1249351511399,0,2.0,15.0,2.0,15.0,7.5,4.4312,1.9346,591.48190664,589.035748,2.446158640000021,0.014903
27,44,71,0.2394366197183098,4.070422535211268,17.146371633935342,0.2414981920272584,161.18555328667335,1,2.0,7.0,2.0,6.0,3.230769230769231,-0.5095,1.4943,597.40810661,596.3101424,1.0979642099999865,0.4650287
28,43,71,0.2112676056338028,3.1690140845070425,17.146371633935342,0.2414981920272584,173.7293042609164,1,2.0,8.0,2.0,7.0,3.733333333333333,-0.1379,0.608,606.96956344,606.5641044,0.4054590399999824,0.0022365
29,42,71,0.1830985915492957,2.380281690140845,17.146371633935342,0.2414981920272584,186.7472040443375,1,2.0,9.0,2.0,8.0,4.235294117647059,1.7841,0.4722,613.70169113,613.0866543,0.6150368300000082,0.001491
30,41,71,0.1549295774647887,1.704225352112676,17.146371633935342,0.2414981920272584,200.23945728589956,1,2.0,10.0,2.0,9.0,4.7368421052631575,3.1373,0.2803,618.41225008,616.9219607,1.4902893800000356,0.0026554
31,40,71,0.1267605633802817,1.1408450704225352,17.146371633935342,0.2414981920272584,214.2062571947986,1,2.0,11.0,2.0,10.0,5.238095238095238,3.9523,0.0521,620.40719718,618.949955,1.4572421799999802,0.0008094
32,39,71,0.0985915492957746,0.6901408450704225,17.146371633935342,0.2414981920272584,228.6477865306268,1,2.0,12.0,2.0,11.0,5.739130434782608,4.948,0.0574,620.26867668,617.9351378,2.333538879999992,0.0008165
33,38,71,0.0704225352112676,0.352112676056338,17.146371633935342,0.2414981920272584,243.5642184793757,1,2.0,13.0,2.0,12.0,6.24,4.8698,0.6807,617.52509559,615.139385,2.3857105900000306,0.0041606
34,37,71,0.0422535211267605,0.1267605633802817,17.146371633935342,0.2414981920272584,258.9557174315256,1,2.0,14.0,2.0,13.0,6.7407407407407405,4.8305,1.4097,612.53866462,609.6103026,2.9283620200000087,0.0027974
35,36,71,0.0140845070422535,0.0140845070422535,17.146371633935342,0.2414981920272584,274.82243967573714,1,2.0,15.0,2.0,14.0,7.241379310344827,4.988,1.6805,605.05576568,602.1838659,2.871899780000035,0.0054031
36,35,71,-0.0140845070422535,0.0140845070422535,17.146371633935342,0.2414981920272584,291.164534019467,1,2.0,14.0,2.0,15.0,7.241379310344827,4.6869,1.8204,594.17725188,591.226301,2.9509508799999367,0.1287656
28,44,72,0.2222222222222222,3.555555555555556,17.306994843688898,0.2403749283845681,172.9212493040323,2,2.0,8.0,2.0,6.0,3.4285714285714284,-1.0859,0.9196,613.62122699,613.4552496,0.1659773899999663,0.0022392
29,43,72,0.1944444444444444,2.7222222222222223,17.306994843688898,0.2403749283845681,185.87859984106717,0,2.0,9.0,2.0,7.0,3.9375,1.1135,0.8448,618.9339098,618.2298432,0.7040666000000328,0.0013968
30,42,72,0.1666666666666666,2.0,17.306994843688898,0.2403749283845681,199.30809750919403,2,2.0,10.0,2.0,8.0,4.444444444444445,2.6119,0.695,626.87830746,625.8099816,1.068325859999959,0.0021456
31,41,72,0.1388888888888889,1.3888888888888888,17.306994843688898,0.2403749283845681,213.20993461894872,0,2.0,11.0,2.0,9.0,4.95,4.2124,0.1688,627.46114365,625.4704296,1.990714050000065,0.0008208
32,40,72,0.1111111111111111,0.8888888888888888,17.306994843688898,0.2403749283845681,227.58429307986637,2,2.0,12.0,2.0,10.0,5.454545454545454,4.4443,0.0164,630.6509631,628.6857048,1.9652582999999595,7.92e-05
33,39,72,0.0833333333333333,0.5,17.306994843688898,0.2403749283845681,242.4313452724108,0,2.0,13.0,2.0,11.0,5.958333333333333,4.4722,0.3154,626.49972258,623.5472592,2.95246338000004,0.0040824
34,38,72,0.0555555555555555,0.2222222222222222,17.306994843688898,0.2403749283845681,257.7512548224441,2,2.0,14.0,2.0,12.0,6.461538461538462,4.6999,1.1097,624.93919391,622.4032944,2.535899509999922,0.0019584
35,37,72,0.0277777777777777,0.0555555555555555,17.306994843688898,0.2403749283845681,273.54417729169256,0,2.0,15.0,2.0,13.0,6.964285714285714,5.2797,1.3915,616.04984727,612.8145072,3.2353400700000066,0.0010224
36,36,72,0.0,0.0,17.306994843688898,0.2403749283845681,289.81026079547524,2,2.0,14.0,2.0,14.0,7.0,5.0525,1.5831,609.74299988,606.9109896,2.832010279999963,0.0080136
28,45,73,0.2328767123287671,3.958904109589041,17.466876118408518,0.2392722755946373,172.128021410987,1,2.0,8.0,2.0,5.0,3.076923076923077,-1.8979,1.0704,617.28640969,617.4086617,-0.122252010000011,0.0024236
29,44,73,0.2054794520547945,3.0821917808219177,17.466876118408518,0.2392722755946373,185.0259337245108,1,2.0,9.0,2.0,6.0,3.6,0.0379,1.2692,625.74662961,625.5056027,0.2410269099999595,0.0019418
30,43,73,0.1780821917808219,2.315068493150685,17.466876118408518,0.2392722755946373,198.39382732614604,1,2.0,10.0,2.0,7.0,4.117647058823529,1.5729,1.242,632.27646892,631.3292215,0.9472474199999396,0.0018615
31,42,73,0.1506849315068493,1.6575342465753424,17.466876118408518,0.2392722755946373,212.2318936442576,1,2.0,11.0,2.0,8.0,4.631578947368421,2.5501,0.6111,636.09744793,634.652802,1.4446459300000924,0.001679
32,41,73,0.1232876712328767,1.1095890410958904,17.466876118408518,0.2392722755946373,226.5403137539216,1,2.0,12.0,2.0,9.0,5.142857142857143,3.2851,0.2323,637.87887818,635.46865,2.41022817999999,5.84e-05
33,40,73,0.0958904109589041,0.6712328767123288,17.466876118408518,0.2392722755946373,241.31925924485455,1,2.0,13.0,2.0,10.0,5.652173913043479,3.7921,0.2463,637.0591169,634.3415227,2.717594200000008,0.0038544
34,39,73,0.0684931506849315,0.3424657534246575,17.466876118408518,0.2392722755946373,256.56889299233075,1,2.0,14.0,2.0,11.0,6.16,4.5305,0.729,634.0934857,630.8338143,3.259671400000002,0.0074241
35,38,73,0.0410958904109589,0.1232876712328767,17.466876118408518,0.2392722755946373,272.2893698444806,1,2.0,15.0,2.0,12.0,6.666666666666667,5.1824,1.0568,628.63201584,625.4698619,3.162153940000053,0.0067379
36,37,73,0.0136986301369863,0.0136986301369863,17.466876118408518,0.2392722755946373,288.48083723718537,1,2.0,14.0,2.0,13.0,6.7407407407407405,5.4602,1.2519,620.92011284,617.5934831,3.326629740000044,0.0065773
37,36,73,-0.0136986301369863,0.0136986301369863,17.466876118408518,0.2392722755946373,305.1434357460048,1,2.0,13.0,2.0,14.0,6.7407407407407405,5.3928,1.3678,609.79542449,606.2709933,3.524431189999973,0.0407924
29,45,74,0.2162162162162162,3.45945945945946,17.626028979376553,0.2381895808023859,184.18870085088545,0,2.0,9.0,2.0,5.0,3.2142857142857144,-0.8138,1.4814,630.30829569,630.5956842,-0.2873885100000279,0.0061494
30,44,74,0.1891891891891892,2.6486486486486487,17.626028979376553,0.2381895808023859,197.49610541863703,2,2.0,10.0,2.0,6.0,3.75,0.5127,1.7734,639.99746583,639.5638478,0.4336180300000478,0.002516
31,43,74,0.1621621621621621,1.945945945945946,17.626028979376553,0.2381895808023859,211.27155519540375,0,2.0,11.0,2.0,7.0,4.277777777777778,2.7257,1.1085,642.40153929,641.0744024,1.327136889999906,0.002997
32,42,74,0.1351351351351351,1.351351351351351,17.626028979376553,0.2381895808023859,225.51523043690625,2,2.0,12.0,2.0,8.0,4.8,2.6488,0.7949,647.43178231,645.6648814,1.766900910000004,2.22e-05
33,41,74,0.1081081081081081,0.8648648648648649,17.626028979376553,0.2381895808023859,240.22730195642643,0,2.0,13.0,2.0,9.0,5.318181818181818,3.5526,0.7104,645.20016083,642.320148,2.880012829999941,0.0016946
34,40,74,0.081081081081081,0.4864864864864865,17.626028979376553,0.2381895808023859,255.40793189223612,2,2.0,14.0,2.0,10.0,5.833333333333333,3.7413,0.6346,645.57555503,642.890947,2.684608030000049,2.22e-05
35,39,74,0.054054054054054,0.2162162162162162,17.626028979376553,0.2381895808023859,271.05727439178605,0,2.0,15.0,2.0,11.0,6.346153846153846,5.1768,0.5881,638.70438785,635.183551,3.5208368500000238,0.0058386
36,38,74,0.027027027027027,0.054054054054054,17.626028979376553,0.2381895808023859,287.1754762238176,2,2.0,14.0,2.0,12.0,6.461538461538462,5.3854,0.8587,634.428784,631.444886,2.9838979999999538,0.0020128
37,37,74,0.0,0.0,17.626028979376553,0.2381895808023859,303.7626773277934,0,2.0,13.0,2.0,13.0,6.5,5.4906,1.0402,622.91435139,620.2467102,2.6676411899999266,0.0030266
29,46,75,0.2266666666666666,3.8533333333333335,17.784466522450312,0.2371262202993375,183.36641891507264,1,2.0,9.0,2.0,4.0,2.769230769230769,-1.9338,1.6055,636.44648298,637.1310075,-0.6845245199999681,0.00072
30,45,75,0.2,3.0,17.784466522450312,0.2371262202993375,196.6144146356036,1,2.0,10.0,2.0,5.0,3.333333333333333,-0.5055,2.0864,644.71623313,644.4373575,0.2788756300000159,0.0019575
31,44,75,0.1733333333333333,2.2533333333333334,17.784466522450312,0.2371262202993375,210.3283660497846,1,2.0,11.0,2.0,6.0,3.882352941176471,1.6647,1.6797,650.28420493,649.5567375,0.7274674299999333,0.0006675
32,43,75,0.1466666666666666,1.6133333333333333,17.784466522450312,0.2371262202993375,224.5084526086124,1,2.0,12.0,2.0,7.0,4.421052631578948,2.4094,1.0404,653.90156754,652.17072,1.7308475400000134,5.25e-05
33,42,75,0.12,1.08,17.784466522450312,0.2371262202993375,239.15484436279945,1,2.0,13.0,2.0,8.0,4.9523809523809526,2.8507,1.2625,654.92224166,652.56561,2.356631660000062,0.000885
34,41,75,0.0933333333333333,0.6533333333333333,17.784466522450312,0.2371262202993375,254.26770272677655,1,2.0,14.0,2.0,9.0,5.478260869565218,3.4489,1.0837,653.88871614,650.9185425,2.970173640000098,7.5e-05
35,40,75,0.0666666666666666,0.3333333333333333,17.784466522450312,0.2371262202993375,269.84718115982685,1,2.0,15.0,2.0,10.0,6.0,4.0205,0.4594,650.36097251,647.0737275,3.2872450099999924,0.0042825
36,39,75,0.04,0.12,17.784466522450312,0.2371262202993375,285.89342577546546,1,2.0,14.0,2.0,11.0,6.16,6.1706,0.3901,644.67752714,641.5079925,3.169534640000052,0.0081075
37,38,75,0.0133333333333333,0.0133333333333333,17.784466522450312,0.2371262202993375,302.4065758884169,1,2.0,13.0,2.0,12.0,6.24,5.6733,0.6216,636.60070713,633.620715,2.979992130000028,0.0011775
38,37,75,-0.0133333333333333,0.0133333333333333,17.784466522450312,0.2371262202993375,319.3867645071045,1,2.0,12.0,2.0,13.0,6.24,5.2886,0.7533,625.26941814,622.23837,3.031048139999939,0.220005
29,47,76,0.2368421052631578,4.2631578947368425,17.942201436929967,0.2360815978543417,182.5586268597892,0,2.0,9.0,2.0,3.0,2.25,-2.6863,1.3697,640.38115006,641.7137368,-1.3325867400000106,0.000912
30,46,76,0.2105263157894736,3.3684210526315788,17.942201436929967,0.2360815978543417,195.74826060894728,2,2.0,10.0,2.0,4.0,2.857142857142857,-1.5992,2.269,651.74054506,652.252786,-0.5122409399999697,0.0014592
31,45,76,0.1842105263157894,2.5789473684210527,17.942201436929967,0.2360815978543417,209.4017973568853,0,2.0,11.0,2.0,5.0,3.4375,0.68,2.0573,655.88728711,655.4640672,0.4232199099999434,0.0019532
32,44,76,0.1578947368421052,1.894736842105263,17.942201436929967,0.2360815978543417,223.5194157640568,2,2.0,12.0,2.0,6.0,4.0,2.4199,1.5743,662.67919545,661.5979664,1.0812290499999335,2.28e-05
33,43,76,0.131578947368421,1.3157894736842106,17.942201436929967,0.2360815978543417,238.1012851320425,0,2.0,13.0,2.0,7.0,4.55,2.7139,1.5168,662.28413203,659.8941072,2.390024830000016,0.0008892
34,42,76,0.1052631578947368,0.8421052631578947,17.942201436929967,0.2360815978543417,253.14756616418717,2,2.0,14.0,2.0,8.0,5.090909090909091,2.9469,1.6088,664.5125021,662.0723356,2.440166500000032,2.28e-05
35,41,76,0.0789473684210526,0.4736842105263157,17.942201436929967,0.2360815978543417,268.65841164373296,0,2.0,15.0,2.0,9.0,5.625,3.8822,0.8903,659.57193422,656.327108,3.24482622000005,0.0093252
36,40,76,0.0526315789473684,0.2105263157894736,17.942201436929967,0.2360815978543417,284.6339670405149,2,2.0,14.0,2.0,10.0,5.833333333333333,5.8273,0.3257,657.24046501,654.2693852,2.971079809999992,0.0040128
37,39,76,0.0263157894736842,0.0526315789473684,17.942201436929967,0.2360815978543417,301.0743710555284,0,2.0,13.0,2.0,11.0,5.958333333333333,6.303,0.1459,647.75085158,644.9524236,2.7984279800000422,0.0009348
38,38,76,0.0,0.0,17.942201436929967,0.2360815978543417,317.9797561112486,2,2.0,12.0,2.0,12.0,6.0,5.2435,0.4357,640.86308419,637.9386344,2.92444979000004,0.034466
29,48,77,0.2467532467532467,4.688311688311688,18.099246023352887,0.2350551431604271,181.76488367456037,1,2.0,9.0,2.0,2.0,1.6363636363636365,-3.7348,1.0408,645.88806621,647.6662577,-1.7781914899999265,0.0012089
30,47,77,0.2207792207792207,3.753246753246753,18.099246023352887,0.2350551431604271,194.8971704657349,1,2.0,10.0,2.0,3.0,2.3076923076923075,-2.2408,2.0248,655.82370875,656.8102849,-0.986576150000019,0.0019712
31,46,77,0.1948051948051948,2.9220779220779223,18.099246023352887,0.2350551431604271,208.49134326065487,1,2.0,11.0,2.0,4.0,2.933333333333333,-0.4064,2.2765,663.06487835,663.2310839,-0.166205550000086,0.0024255
32,45,77,0.1688311688311688,2.1948051948051948,18.099246023352887,0.2350551431604271,222.54757994297935,1,2.0,12.0,2.0,5.0,3.5294117647058822,1.386,1.9924,668.43983373,667.6692561,0.770577630000048,5.39e-05
33,44,77,0.1428571428571428,1.5714285714285714,18.099246023352887,0.2350551431604271,237.066049078186,1,2.0,13.0,2.0,6.0,4.105263157894737,3.1236,1.8227,671.22308694,669.5903753,1.632711640000025,0.001694
34,43,77,0.1168831168831168,1.051948051948052,18.099246023352887,0.2350551431604271,252.04691067090047,1,2.0,14.0,2.0,7.0,4.666666666666667,2.7348,1.8514,672.03898447,669.4911916,2.5477928699999666,6.16e-05
35,42,77,0.0909090909090909,0.6363636363636364,18.099246023352887,0.2350551431604271,267.49031684008173,1,2.0,15.0,2.0,8.0,5.217391304347826,3.2458,1.3956,670.36307129,667.3441621,3.018909190000045,0.0028105
36,41,77,0.0649350649350649,0.3246753246753247,18.099246023352887,0.2350551431604271,283.39641242307914,1,2.0,14.0,2.0,9.0,5.478260869565218,3.8401,0.6257,666.62103104,663.496449,3.124582040000064,0.0019558
37,40,77,0.0389610389610389,0.1168831168831168,18.099246023352887,0.2350551431604271,299.7653355178327,1,2.0,13.0,2.0,10.0,5.652173913043479,5.8432,0.119,660.48514109,657.3751492,3.1099918899999466,0.0013013
38,39,77,0.0129870129870129,0.0129870129870129,18.099246023352887,0.2350551431604271,316.5972179710605,1,2.0,12.0,2.0,11.0,5.739130434782608,5.7013,0.0733,652.18582168,649.5657476,2.620074079999995,0.0079156
29,49,78,0.2564102564102564,5.128205128205129,18.25561221028858,0.2340463103883151,180.98476727717156,0,2.0,9.0,2.0,1.0,0.9,-4.5225,0.4284,649.23546783,651.664221,-2.42875317000005,0.0133302
30,48,78,0.2307692307692307,4.153846153846154,18.25561221028858,0.2340463103883151,194.06069162883685,2,2.0,10.0,2.0,2.0,1.6666666666666667,-3.181,1.6312,662.19543113,663.57564,-1.3802088700000468,0.0019422
31,47,78,0.2051282051282051,3.282051282051282,18.25561221028858,0.2340463103883151,207.59651961648785,0,2.0,11.0,2.0,3.0,2.357142857142857,-1.1128,2.0778,668.01151086,669.0141354,-1.0026245399999425,0.001053
32,46,78,0.1794871794871795,2.5128205128205128,18.25561221028858,0.2340463103883151,221.59242836032516,2,2.0,12.0,2.0,4.0,3.0,0.2883,2.244,676.49149116,676.3897608,0.1017303600000332,0.0035334
33,45,78,0.1538461538461538,1.8461538461538465,18.25561221028858,0.2340463103883151,236.0485857023604,0,2.0,13.0,2.0,5.0,3.611111111111111,2.0673,2.2342,677.85547619,676.562328,1.2931481900000108,0.0097812
34,44,78,0.1282051282051282,1.2820512820512822,18.25561221028858,0.2340463103883151,250.9651509604956,2,2.0,14.0,2.0,6.0,4.2,3.4367,2.0553,681.8593099,679.9889616,1.8703482999999324,0.0001794
35,43,78,0.1025641025641025,0.8205128205128205,18.25561221028858,0.2340463103883151,266.3422756008108,0,2.0,15.0,2.0,7.0,4.7727272727272725,3.0301,1.6037,678.76763115,675.6328332,3.1347979500000065,0.0035802
36,42,78,0.0769230769230769,0.4615384615384615,18.25561221028858,0.2340463103883151,282.1801038390281,2,2.0,14.0,2.0,8.0,5.090909090909091,3.2706,1.0909,678.29888734,675.576603,2.7222843399999874,0.0003042
37,41,78,0.0512820512820512,0.2051282051282051,18.25561221028858,0.2340463103883151,298.47877318038513,0,2.0,13.0,2.0,9.0,5.318181818181818,6.0316,0.2787,670.74815549,667.5513936,3.1967618900000616,0.003237
38,40,78,0.0256410256410256,0.0512820512820512,18.25561221028858,0.2340463103883151,315.2384149057274,2,2.0,12.0,2.0,10.0,5.454545454545454,5.4196,0.0141,665.81022348,663.0075738,2.802649679999945,0.007449
29,50,79,0.2658227848101265,5.582278481012659,18.41131157020244,0.2330545768380056,180.21787347095884,1,2.0,9.0,3.0,0.0,0.0,-5.9745,0.111,654.15059278,657.354102,-3.203509220000001,0.1049831
30,49,79,0.240506329113924,4.569620253164557,18.41131157020244,0.2330545768380056,193.238390698883,1,2.0,10.0,2.0,1.0,0.9090909090909092,-3.6952,0.858,665.68297873,667.5960175,-1.913038770000071,0.0022278
31,48,79,0.2151898734177215,3.6582278481012658,18.41131157020244,0.2330545768380056,206.7168627951965,1,2.0,11.0,2.0,2.0,1.6923076923076923,-2.1072,1.7146,674.52833587,675.9297275,-1.4013916300000346,0.0012087
32,47,79,0.189873417721519,2.848101265822785,18.41131157020244,0.2330545768380056,220.6534661295817,1,2.0,12.0,2.0,3.0,2.4,-0.452,2.0994,681.58771027,682.1262031,-0.5384928299999956,0.0371616
33,46,79,0.1645569620253164,2.1392405063291138,18.41131157020244,0.2330545768380056,235.04836783284668,1,2.0,13.0,2.0,4.0,3.0588235294117645,0.9321,2.5028,686.06073151,685.4527588,0.6079727100000127,0.0053246
34,45,79,0.1392405063291139,1.5316455696202531,18.41131157020244,0.2330545768380056,249.9017265478097,1,2.0,14.0,2.0,5.0,3.684210526315789,2.3586,2.4299,688.64883566,686.9517917,1.6970439600000873,0.0002212
35,44,79,0.1139240506329113,1.0253164556962024,18.41131157020244,0.2330545768380056,265.21369309873734,1,2.0,15.0,2.0,6.0,4.285714285714286,4.1171,1.8793,688.74815904,686.3200524,2.42810664000001,0.0010033
36,43,79,0.0886075949367088,0.620253164556962,18.41131157020244,0.2330545768380056,280.9844110902611,1,2.0,14.0,2.0,7.0,4.666666666666667,2.9946,1.259,686.86624292,683.911927,2.954315919999999,0.0034839
37,42,79,0.0632911392405063,0.3164556962025316,18.41131157020244,0.2330545768380056,297.21401744496217,1,2.0,13.0,2.0,8.0,4.9523809523809526,5.7,0.623,682.5909281,679.4900679,3.1008602000000565,0.0019434
38,41,79,0.0379746835443038,0.1139240506329113,18.41131157020244,0.2330545768380056,313.9026428874046,1,2.0,12.0,2.0,9.0,5.142857142857143,5.6184,0.1475,676.23980212,673.3846082,2.8551939200000334,0.0074181
39,40,79,0.0126582278481012,0.0126582278481012,18.41131157020244,0.2330545768380056,331.0504123812256,1,2.0,11.0,2.0,10.0,5.238095238095238,5.1202,0.0156,667.58929449,664.9255252,2.6637692900000047,0.080106
30,50,80,0.25,5.0,18.566355334451117,0.2320794416806389,192.4298524110706,2,2.0,10.0,3.0,0.0,0.0,-4.821,0.3841,671.44239913,673.883656,-2.441256869999961,0.002584
31,49,80,0.225,4.05,18.566355334451117,0.2320794416806389,205.8519285670554,0,2.0,11.0,2.0,1.0,0.9166666666666666,-2.542,0.9078,678.85925704,680.67636,-1.8171029600000568,0.002888
32,48,80,0.2,3.2,18.566355334451117,0.2320794416806389,219.73021907158747,2,2.0,12.0,2.0,2.0,1.7142857142857142,-1.4589,1.7738,688.95843366,690.205656,-1.2472223400000075,0.002056
33,47,80,0.175,2.45,18.566355334451117,0.2320794416806389,234.06489035617489,0,2.0,13.0,2.0,3.0,2.4375,0.1174,2.4036,692.0090128,692.102592,-0.0935791999999082,0.003336
34,46,80,0.15,1.8,18.566355334451117,0.2320794416806389,248.8561003998504,2,2.0,14.0,2.0,4.0,3.111111111111111,1.1917,2.7039,697.71576365,696.865136,0.8506276499999785,0.000944
35,45,80,0.125,1.25,18.566355334451117,0.2320794416806389,264.1039993958096,0,2.0,15.0,2.0,5.0,3.75,3.2434,2.173,696.39660693,694.212328,2.184278930000005,0.000992
36,44,80,0.1,0.8,18.566355334451117,0.2320794416806389,279.8087303478205,2,2.0,14.0,2.0,6.0,4.2,4.3912,1.5748,697.71438908,695.434408,2.279981080000084,0.000696
37,43,80,0.075,0.45,18.566355334451117,0.2320794416806389,295.97042960556,0,2.0,13.0,2.0,7.0,4.55,5.5676,0.7543,692.02223711,688.93408,3.0881571099999974,0.001864
38,42,80,0.05,0.2,18.566355334451117,0.2320794416806389,312.5892273466208,2,2.0,12.0,2.0,8.0,4.8,5.3769,0.4258,688.95430997,686.287728,2.6665819700000384,0.003464
39,41,80,0.025,0.05,18.566355334451117,0.2320794416806389,329.6652480117739,0,2.0,11.0,2.0,9.0,4.95,5.5122,0.0767,678.88602919,676.342072,2.543957190000014,0.00624
30,51,81,0.2592592592592592,5.444444444444445,18.720754407467133,0.2311204247835449,191.6346786609481,1,2.0,10.0,3.0,1.0,0.9090909090909092,-4.6887,0.7793,674.37092393,676.5060222,-2.1350982699999577,0.0050301
31,50,81,0.2345679012345679,4.45679012345679,18.720754407467133,0.2311204247835449,205.001291059633,1,2.0,11.0,3.0,0.0,0.0,-3.5376,0.3834,684.75583281,687.1519656,-2.396132790000024,0.0032643
32,49,81,0.2098765432098765,3.567901234567901,18.720754407467133,0.2311204247835449,218.8222326021017,1,2.0,12.0,2.0,1.0,0.9230769230769232,-1.8214,0.9638,693.43116316,695.0333547,-1.6021915400000353,0.0020574
33,48,81,0.1851851851851851,2.7777777777777777,18.720754407467133,0.2311204247835449,233.09766903212096,1,2.0,13.0,2.0,2.0,1.7333333333333334,-0.9333,2.103,699.52575514,700.4926251,-0.9668699600000537,0.0026406
34,47,81,0.1604938271604938,2.08641975308642,18.720754407467133,0.2311204247835449,247.8277576759102,1,2.0,14.0,2.0,3.0,2.4705882352941178,0.3203,2.6205,703.81383217,703.5659838,0.2478483699999287,0.0009801
35,46,81,0.1358024691358024,1.4938271604938271,18.720754407467133,0.2311204247835449,263.0126481060248,1,2.0,15.0,2.0,4.0,3.1578947368421053,2.1032,2.3718,705.61664812,704.3716665,1.2449816200000896,0.0009801
