Z,N,A,dataset_split,participates_in_loss,train_uncertainty,pred_residual,pred_binding_energy,actual_binding_energy,theory_binding_energy,actual_residual,pred_minus_actual_residual
16,12,28,train,False,0.1600004,-0.30625066209584473,208.41985234666615,209.40614318847656,208.1136016845703,-1.292550802230835,0.9863001401349902
9,20,29,train,False,0.525364,-0.603936849180609,187.7529389243759,186.8769073486328,187.1490020751953,0.2720893919467926,-0.8760262411274016
10,19,29,train,False,0.1495037,0.009822652919683605,207.90088291348656,207.84495544433594,207.91070556640625,0.06574829667806625,-0.055925643758382645
11,18,29,train,True,0.007337,0.14710802737623452,222.86429028805344,222.78240966796875,223.0113983154297,0.2289862036705017,-0.08187817629426719
12,17,29,train,True,0.0003451,-0.36861689761281013,235.27671321108937,235.29241943359375,234.90809631347656,-0.3843193054199219,0.01570240780711174
13,16,29,train,True,0.0003451,-0.34325217448174955,242.31604575358332,242.10546875,241.97279357910156,-0.13267630338668823,-0.21057587109506132
14,15,29,train,True,5.8e-06,0.6210798487067223,244.8364244237542,245.0104522705078,245.45750427246094,0.44705310463905334,0.17402674406766894
15,14,29,train,True,0.0003596,0.4826122408360243,239.11559332557022,239.28587341308594,239.59820556640625,0.31233280897140503,0.17027943186461925
16,13,29,train,True,0.0130413,-0.43121348798274994,224.78411876142025,224.6450958251953,224.3529052734375,-0.2921954095363617,-0.13901807844638825
10,20,30,train,False,0.253251,-0.5185882261395455,211.61958615094423,211.03594970703125,211.1009979248047,0.06504900008440018,-0.5836372262239456
11,19,30,train,True,0.004728,0.2336061280220747,225.04808637686074,225.05905151367188,225.2816925048828,0.22264499962329865,0.010961128398776054
12,18,30,train,True,0.001296,-0.11651480281725526,241.6409136065282,241.63275146484375,241.52439880371094,-0.1083500012755394,-0.008164801541715866
13,17,30,train,True,0.001935,-0.6392804431915283,247.83437932014465,247.83314514160156,247.19509887695312,-0.6380469799041748,-0.00123346328735352
14,16,30,train,True,2.4e-05,0.3911791429668665,255.67461675547062,255.61964416503906,256.0657958984375,0.44615301489830017,-0.05497387193143366
15,15,30,train,True,6.6e-05,0.6062561358511448,250.62123715028167,250.60519409179688,251.2274932861328,0.6223080158233643,-0.016051879972219463
16,14,30,train,True,0.000207,0.34677324309945107,243.68243207916618,243.68124389648438,244.02920532226562,0.34795698523521423,-0.0011837421357631661
17,13,30,train,True,0.023877,-1.199247201681137,224.23814185500146,224.16510009765625,223.0388946533203,-1.1261940002441406,-0.07305320143699645
10,21,31,train,False,0.2661939,-1.1312835976481437,211.5225799843669,211.20579528808594,210.39129638671875,-0.8144962191581726,-0.31678737848997107
11,20,31,train,True,0.0139717,-0.32267495438456534,229.42367287918924,229.3590087890625,229.1009979248047,-0.2580117881298065,-0.06466316625475882
12,19,31,train,True,0.0030752,0.250742157548666,244.04295901432633,243.94483947753906,244.293701171875,0.3488534092903137,-0.0981112517416477
13,18,31,train,True,0.0022351,-0.44382276996970177,255.14922132954,254.99105834960938,254.7053985595703,-0.28565800189971924,-0.15816476806998253
14,17,31,train,True,4.34e-05,-0.4158491729944944,262.4419417022914,262.20703125,262.0260925292969,-0.18093959987163544,-0.23490957312285898
15,16,31,train,True,6.2e-06,0.1966309883352369,262.83718248822726,262.91619873046875,263.0338134765625,0.11760129779577255,0.07902969053946435
16,15,31,train,True,0.0002294,0.16171159285120665,256.7067881630082,256.73583984375,256.8684997558594,0.1326597034931183,0.029051889358088362
17,14,31,train,True,0.0034472,-0.5406528936326503,244.0298496709764,243.9455108642578,243.48919677734375,-0.4563131034374237,-0.08433979019522664
11,21,32,train,True,0.0372608,-1.0790842035412789,231.13638095647096,231.0362091064453,230.0572967529297,-0.9789080023765564,-0.10017620116472248
12,20,32,train,True,0.0032608,0.12635484654456378,249.68564161341638,249.72291564941406,249.81199645996094,0.08908479660749435,0.03727004993706942
13,19,32,train,True,0.0071712,-0.28485343951731923,259.1885399629548,259.2110290527344,258.9036865234375,-0.30733680725097656,0.022483367733657333
14,18,32,train,True,0.0002976,-0.5933926978707313,271.4968045631051,271.4070129394531,270.9034118652344,-0.503607988357544,-0.0897847095131874
15,17,32,train,True,4.16e-05,-0.5865516121685505,270.78665537193416,270.8518371582031,270.2001037597656,-0.6517496109008789,0.06519799873232845
16,16,32,train,True,6.4e-06,0.6712019953131676,271.80059976249936,271.7801513671875,272.4718017578125,0.6916368007659912,-0.020434805452823612
17,15,32,train,True,0.0005632,-0.7319759613275528,258.28846399843695,258.3169860839844,257.5564880371094,-0.7604855895042419,0.028509628176689117
18,14,32,train,True,0.0017696,-0.923173106610775,246.46537891715764,246.40028381347656,245.54220581054688,-0.8580847978591919,-0.06508830875158311
11,22,33,train,False,0.4499121,-1.4884729081392287,233.6860742264986,233.96755981445312,232.19760131835938,-1.769964575767517,0.28149166762828837
12,21,33,train,True,0.0026631,-0.9404648575186729,252.0417679581046,252.00245666503906,251.10130310058594,-0.9011605978012085,-0.03930425971746443
13,20,33,train,True,0.0069861,0.35401883579790594,264.8179782345146,264.68035888671875,265.1719970703125,0.4916324019432068,-0.13761356614530085
14,19,33,train,True,0.0006996,-0.5421238628029823,276.25882918506863,275.91497802734375,275.7167053222656,-0.19826680421829224,-0.34385705858469007
15,18,33,train,True,0.001089,-0.7240117132663727,280.8204167425632,280.95562744140625,280.0964050292969,-0.8592408895492554,0.13522917628288267
16,17,33,train,True,6.6e-06,0.11663865958340466,280.42947340096345,280.42181396484375,280.5461120605469,0.12429679930210114,-0.007658139718696472
17,16,33,train,True,0.0003894,0.10742504526395351,273.97338550161106,274.05694580078125,274.080810546875,0.023861899971961975,0.08356314529199153
18,15,33,train,True,0.0003993,-0.8995094484090805,261.56201555192473,261.6555480957031,260.6625061035156,-0.9930446743965149,0.09353522598743436
11,23,34,train,False,0.5994166,-1.7197279226779938,234.47662489533425,234.13888549804688,232.75689697265625,-1.3819818496704102,-0.33774607300758364
