Z,N,A,I,I2A,A23,Am13,Ec,Npair,Zm,vp,Nm,vn,Casten,Esh,Edef,Eth,Eexp,residual,uncertainty
39,48,87,0.10344827586206896,0.9310344827586207,19.63418302571681,0.22568026466341165,320.5753162919343,1,2.0,11.0,2.0,2.0,1.6923076923076923,1.5229,0.2996,755.0793,754.7115237,0.3677762999999459,0.001131
40,47,87,0.08045977011494253,0.5632183908045977,19.63418302571681,0.22568026466341165,337.62522774924344,1,2.0,10.0,2.0,3.0,2.3076923076923075,2.5512,0.3804,750.686,750.2579415,0.4280585000000201,0.0041499
41,46,87,0.05747126436781609,0.28735632183908044,19.63418302571681,0.22568026466341165,355.1199818042648,1,2.0,9.0,2.0,4.0,2.769230769230769,2.8575,0.938,744.3768,744.0029373,0.37386270000001787,0.0068034
42,45,87,0.034482758620689655,0.10344827586206896,19.63418302571681,0.22568026466341165,373.0596848930723,1,2.0,8.0,2.0,5.0,3.076923076923077,3.1258,1.4991,736.5593,736.2309141,0.3283859000000575,0.0028536
43,44,87,0.011494252873563218,0.011494252873563218,19.63418302571681,0.22568026466341165,391.4444392099759,1,2.0,7.0,2.0,6.0,3.230769230769231,2.8385,1.6584,726.622,726.2538063,0.3681937000000062,0.0041934
34,54,88,0.22727272727272727,4.545454545454546,19.7843497729948,0.2248221565113046,241.0741974719062,2,2.0,14.0,3.0,4.0,3.111111111111111,-1.6551,2.5172,747.7908,747.560396,0.23040400000002137,0.0033616
35,53,88,0.20454545454545456,3.6818181818181817,19.7843497729948,0.2248221565113046,255.84528408652935,0,2.0,15.0,3.0,3.0,2.5,-0.4251,1.8527,753.2571,753.6098152,-0.3527151999999205,0.003168
36,52,88,0.18181818181818182,2.909090909090909,19.7843497729948,0.2248221565113046,271.05891720496635,2,2.0,14.0,3.0,2.0,1.75,-0.2286,1.1217,761.5053,761.8027912,-0.29749119999996765,0.0026048
37,51,88,0.1590909090909091,2.227272727272727,19.7843497729948,0.2248221565113046,286.71522891314487,0,2.0,13.0,3.0,1.0,0.9285714285714286,-0.1926,0.3201,763.4649,763.9381552,-0.4732552000000396,0.0001584
38,50,88,0.13636363636363635,1.6363636363636365,19.7843497729948,0.2248221565113046,302.81434531791433,2,2.0,12.0,3.0,0.0,0.0,-1.3552,0.0232,768.2706,768.4684304,-0.19783040000004348,2.64e-05
39,49,88,0.11363636363636363,1.1363636363636365,19.7843497729948,0.2248221565113046,319.35638696869614,0,2.0,11.0,2.0,1.0,0.9166666666666666,0.3607,0.0881,764.3207,764.0634848,0.25721520000001874,0.001496
40,48,88,0.09090909090909091,0.7272727272727273,19.7843497729948,0.2248221565113046,336.34146923929706,2,2.0,10.0,2.0,2.0,1.6666666666666667,1.4303,0.2643,763.032,762.6109832,0.4210168000000749,0.0054032
41,47,88,0.06818181818181818,0.4090909090909091,19.7843497729948,0.2248221565113046,353.7697026745552,0,2.0,9.0,2.0,3.0,2.25,2.2445,0.5928,754.6532,754.3713144,0.2818856000000096,0.0578072
42,46,88,0.045454545454545456,0.18181818181818182,19.7843497729948,0.2248221565113046,371.6411933058408,2,2.0,8.0,2.0,4.0,2.6666666666666665,2.116,1.4047,750.293,750.1039656,0.18903439999996863,0.0038192
43,45,88,0.022727272727272728,0.045454545454545456,19.7843497729948,0.2248221565113046,389.9560429388884,0,2.0,7.0,2.0,5.0,2.9166666666666665,2.3645,1.7634,738.5736,738.3053744,0.2682256000000507,0.0041008
34,55,89,0.23595505617977527,4.955056179775281,19.93394876854618,0.22397695245557508,240.1678949410667,1,2.0,14.0,3.0,5.0,3.6842105263157894,-0.8379,2.0542,750.7532,750.7399111,0.013288900000020476,0.0037291
35,54,89,0.21348314606741572,4.056179775280899,19.93394876854618,0.22397695245557508,254.88345063067808,1,2.0,15.0,3.0,4.0,3.1578947368421053,-0.2882,1.9509,759.2346,759.2394378,-0.004837800000018433,0.0032663
36,53,89,0.19101123595505617,3.247191011235955,19.93394876854618,0.22397695245557508,270.03988909973697,1,2.0,14.0,3.0,3.0,2.4705882352941178,0.2112,1.3002,766.1409,766.7186062,-0.577706199999966,0.0021449
37,52,89,0.16853932584269662,2.5280898876404496,19.93394876854618,0.22397695245557508,285.63734193760286,1,2.0,13.0,3.0,2.0,1.7333333333333334,0.2378,0.5664,770.8553,771.1128655,-0.2575654999999415,0.005429
38,51,89,0.14606741573033707,1.898876404494382,19.93394876854618,0.22397695245557508,301.6759347770346,1,2.0,12.0,3.0,1.0,0.9230769230769231,-0.5717,0.1111,774.4434,774.827147,-0.3837469999999712,9.79e-05
39,50,89,0.12359550561797752,1.3595505617977528,19.93394876854618,0.22397695245557508,318.15578771425606,1,2.0,11.0,3.0,0.0,0.0,-1.2516,0.007,775.1473,775.546979,-0.3996789999999919,0.0003382
40,49,89,0.10112359550561797,0.9101123595505618,19.93394876854618,0.22397695245557508,335.07701568933396,1,2.0,10.0,2.0,1.0,0.9090909090909091,0.2257,0.0844,772.49,771.9313985,0.5586015000000089,0.0027768
41,48,89,0.07865168539325842,0.550561797752809,19.93394876854618,0.22397695245557508,352.4397288315202,1,2.0,9.0,2.0,2.0,1.6363636363636365,1.5642,0.4125,767.1859,766.8968376,0.28906239999992067,0.0236295
42,47,89,0.056179775280898875,0.2808988764044944,19.93394876854618,0.22397695245557508,370.24403277356714,1,2.0,8.0,2.0,3.0,2.1818181818181817,1.6779,1.0473,760.7528,760.5036739,0.24912610000001223,0.003916
43,46,89,0.033707865168539325,0.10112359550561797,19.93394876854618,0.22397695245557508,388.49002893847734,1,2.0,7.0,2.0,4.0,2.5454545454545454,1.6603,1.6855,752.6227,752.1012462,0.5214538000000175,0.0038181
44,45,89,0.011235955056179775,0.011235955056179775,19.93394876854618,0.22397695245557508,407.17781480169486,1,2.0,6.0,2.0,5.0,2.727272727272727,1.7139,1.7413,742.3636,742.293464,0.07013600000004772,0.0242169
34,56,90,0.24444444444444444,5.377777777777778,20.08298850246508,0.22314431669405652,239.27506924670766,2,2.0,14.0,3.0,6.0,4.2,-0.7913,1.6526,755.6828,755.619048,0.06375200000002224,0.329751
35,55,90,0.2222222222222222,4.444444444444445,20.08298850246508,0.22314431669405652,253.93591976338294,0,2.0,15.0,3.0,5.0,3.75,0.7042,1.5022,762.9778,763.036785,-0.05898500000000695,0.003357
36,54,90,0.2,3.6,20.08298850246508,0.22314431669405652,269.0360140749371,2,2.0,14.0,3.0,4.0,3.111111111111111,0.4513,1.3438,772.8536,773.213391,-0.3597909999999729,0.001863
37,53,90,0.17777777777777778,2.8444444444444446,20.08298850246508,0.22314431669405652,284.57548328154525,0,2.0,13.0,3.0,3.0,2.4375,0.7346,0.6785,776.193,776.837358,-0.6443580000000111,0.006453
38,52,90,0.15555555555555556,2.1777777777777776,20.08298850246508,0.22314431669405652,300.5544525489258,2,2.0,12.0,3.0,2.0,1.7142857142857142,-0.1619,0.3034,782.5708,782.640387,-0.06958700000006957,0.001449
39,51,90,0.13333333333333333,1.6,20.08298850246508,0.22314431669405652,316.97304152684404,0,2.0,11.0,3.0,1.0,0.9166666666666666,-0.3245,0.0466,782.0153,782.404002,-0.3887019999999666,0.000351
40,50,90,0.1111111111111111,1.1111111111111112,20.08298850246508,0.22314431669405652,333.83136472807627,2,2.0,10.0,3.0,0.0,0.0,-1.3687,0.0137,784.0531,783.897291,0.15580899999997655,0.000117
41,49,90,0.08888888888888889,0.7111111111111111,20.08298850246508,0.22314431669405652,351.1295318724682,0,2.0,9.0,2.0,1.0,0.9,0.4905,0.1801,777.2872,777.00393,0.2832700000000159,0.003321
42,48,90,0.06666666666666667,0.4,20.08298850246508,0.22314431669405652,368.86764820008176,2,2.0,8.0,2.0,2.0,1.6,1.2934,0.6746,773.7795,773.732565,0.0469349999999622,0.003465
43,47,90,0.044444444444444446,0.17777777777777778,20.08298850246508,0.22314431669405652,387.0458147568789,0,2.0,7.0,2.0,3.0,2.1,1.2281,1.336,763.7548,763.5024,0.25240000000007967,0.001026
44,46,90,0.022222222222222223,0.044444444444444446,20.08298850246508,0.22314431669405652,405.66412865593793,2,2.0,6.0,2.0,4.0,2.4,1.0769,1.7434,757.1671,756.879156,0.2879440000000386,0.003726
34,57,91,0.25274725274725274,5.813186813186813,20.231477245126285,0.22232392577061855,238.39537355056257,1,2.0,14.0,3.0,7.0,4.666666666666667,0.1641,1.7991,758.2098,758.4702762,-0.26047619999997096,0.4331418
35,56,91,0.23076923076923078,4.846153846153846,20.231477245126285,0.22232392577061855,253.00232339491978,1,2.0,15.0,3.0,6.0,4.285714285714286,1.3882,1.0987,768.1244,768.2151022,-0.09070220000000973,0.0035399
36,55,91,0.2087912087912088,3.967032967032967,20.231477245126285,0.22232392577061855,268.0469021526844,1,2.0,14.0,3.0,5.0,3.6842105263157894,1.3632,0.9603,776.7997,777.2994229,-0.4997228999999379,0.0022386
37,54,91,0.18681318681318682,3.1758241758241756,20.231477245126285,0.22232392577061855,283.5292404420413,1,2.0,13.0,3.0,4.0,3.0588235294117645,1.0435,0.6995,783.0959,783.2881511,-0.19225110000002132,0.0077987
38,53,91,0.16483516483516483,2.4725274725274726,20.231477245126285,0.22232392577061855,299.4494629685365,1,2.0,12.0,3.0,3.0,2.4,0.5042,0.3013,787.9554,788.4127069,-0.457306899999935,0.0054509
39,52,91,0.14285714285714285,1.8571428571428572,20.231477245126285,0.22232392577061855,315.80768894204266,1,2.0,11.0,3.0,2.0,1.6923076923076923,0.3192,0.1467,790.2628,790.3297311,-0.06693110000003344,0.0018473
40,51,91,0.12087912087912088,1.3296703296703296,20.231477245126285,0.22232392577061855,332.6040324543293,1,2.0,10.0,3.0,1.0,0.9090909090909091,-0.4031,0.0561,791.0904,791.0916559,-0.001255899999932808,0.0001001
41,50,91,0.0989010989010989,0.8901098901098901,20.231477245126285,0.22232392577061855,349.83860282185674,1,2.0,9.0,3.0,0.0,0.0,-1.0166,0.1071,789.0444,789.0517453,-0.0073452999999972235,0.0029302
42,49,91,0.07692307692307693,0.5384615384615384,20.231477245126285,0.22232392577061855,367.5115048977714,1,2.0,8.0,2.0,1.0,0.8888888888888888,0.3628,0.3675,783.9722,783.8402026,0.13199740000004567,0.0062426
43,48,91,0.054945054945054944,0.27472527472527475,20.231477245126285,0.22232392577061855,385.6228393565394,1,2.0,7.0,2.0,2.0,1.5555555555555556,0.7871,0.9426,777.0162,776.8356778,0.18052220000004127,0.002366
44,47,91,0.03296703296703297,0.0989010989010989,20.231477245126285,0.22232392577061855,404.17270295420246,1,2.0,6.0,2.0,3.0,2.0,0.638,1.5022,768.6438,768.3065117,0.3372883000000684,0.0022204
35,57,92,0.2391304347826087,5.260869565217392,20.379423055219398,0.22151546799151525,252.08230682103624,0,2.0,15.0,3.0,7.0,4.7727272727272725,2.1371,1.193,771.3649,771.4119316,-0.04703159999996842,0.0067068
36,56,92,0.21739130434782608,4.3478260869565215,20.379423055219398,0.22151546799151525,267.07217753652475,2,2.0,14.0,3.0,6.0,4.2,1.9302,0.6277,782.8011,783.1661,-0.3650000000000091,0.0027048
37,55,92,0.1956521739130435,3.5217391304347827,20.379423055219398,0.22151546799151525,282.4982159167047,0,2.0,13.0,3.0,5.0,3.611111111111111,1.7477,0.4234,787.9014,788.38687,-0.48547000000007756,0.0061272
38,54,92,0.17391304347826086,2.782608695652174,20.379423055219398,0.22151546799151525,298.3605462136435,2,2.0,12.0,3.0,4.0,3.0,1.0156,0.2781,795.5891,795.699444,-0.11034399999994093,0.0034224
39,53,92,0.15217391304347827,2.130434782608696,20.379423055219398,0.22151546799151525,314.65928720371943,0,2.0,11.0,3.0,3.0,2.357142857142857,0.9807,0.1597,796.3911,796.8662248,-0.47512480000000323,0.0091264
40,52,92,0.13043478260869565,1.565217391304348,20.379423055219398,0.22151546799151525,331.39455256381916,2,2.0,10.0,3.0,2.0,1.6666666666666667,0.3169,0.1387,800.0683,799.7264036,0.341896399999996,0.0001012
41,51,92,0.10869565217391304,1.0869565217391304,20.379423055219398,0.22151546799151525,348.5664512128852,0,2.0,9.0,3.0,1.0,0.9,-0.1157,0.1993,796.8278,796.9383252,-0.11052519999998367,0.0017848
42,50,92,0.08695652173913043,0.6956521739130435,20.379423055219398,0.22151546799151525,366.1750876227764,2,2.0,8.0,3.0,0.0,0.0,-1.0899,0.3016,796.4008,796.5112704,-0.11047039999994013,0.0001564
43,49,92,0.06521739130434782,0.391304347826087,20.379423055219398,0.22151546799151525,384.2205621018666,0,2.0,7.0,2.0,1.0,0.875,-0.0025,0.5704,787.8024,787.846048,-0.04364799999996194,0.0031004
44,48,92,0.043478260869565216,0.17391304347826086,20.379423055219398,0.22151546799151525,402.7029710543544,2,2.0,6.0,2.0,2.0,1.5,0.0293,1.1943,782.6578,782.439208,0.21859199999994416,0.002714
45,47,92,0.021739130434782608,0.043478260869565216,20.379423055219398,0.22151546799151525,421.62240721787026,0,2.0,5.0,2.0,3.0,1.875,0.0076,1.6218,770.4992,770.3547412,0.1444587999999385,0.0043792
46,46,92,0.0,0.0,20.379423055219398,0.22151546799151525,440.97895988164214,2,2.0,4.0,2.0,4.0,2.0,-0.5466,1.8458,761.7757,761.352394,0.42330600000002505,0.3450276
35,58,93,0.24731182795698925,5.688172043010753,20.526833787405323,0.22071864287532608,251.1755280969898,1,2.0,15.0,3.0,8.0,5.217391304347826,2.3515,1.5154,775.947,776.1406698,-0.19366979999995237,0.4308132
36,57,93,0.22580645161290322,4.741935483870968,20.526833787405323,0.22071864287532608,266.1114779482478,1,2.0,14.0,3.0,7.0,4.666666666666667,2.8542,0.6525,786.106,786.6040905,-0.49809049999998933,0.002511
37,56,93,0.20430107526881722,3.881720430107527,20.526833787405323,0.22071864287532608,281.48202650220446,1,2.0,13.0,3.0,6.0,4.105263157894737,2.1485,0.1989,794.2045,794.3056437,-0.10114369999996597,0.0078306
38,55,93,0.1827956989247312,3.10752688172043,20.526833787405323,0.22071864287532608,297.28729756397337,1,2.0,12.0,3.0,5.0,3.5294117647058822,1.5442,0.1117,800.6437,800.9892375,-0.3455374999999776,0.0075516
39,54,93,0.16129032258064516,2.4193548387096775,20.526833787405323,0.22071864287532608,313.52740948267603,1,2.0,11.0,3.0,4.0,2.933333333333333,1.3979,0.1626,804.243,804.3482022,-0.10520219999989422,0.0104904
40,53,93,0.13978494623655913,1.8172043010752688,20.526833787405323,0.22071864287532608,330.202475526286,1,2.0,10.0,3.0,3.0,2.3076923076923075,0.9826,0.1496,806.3403,806.4607251,-0.12042510000003404,0.0004557
41,52,93,0.11827956989247312,1.3010752688172043,20.526833787405323,0.22071864287532608,347.31260422194737,1,2.0,9.0,3.0,2.0,1.6363636363636365,0.6059,0.2726,805.9939,805.7691957,0.22470430000009856,0.001488
42,51,93,0.0967741935483871,0.8709677419354839,20.526833787405323,0.22071864287532608,364.8578996657179,1,2.0,8.0,3.0,1.0,0.8888888888888888,-0.135,0.3311,804.2684,804.5810835,-0.3126834999999346,0.000186
43,50,93,0.07526881720430108,0.5268817204301075,20.526833787405323,0.22071864287532608,382.83846180514695,1,2.0,7.0,3.0,0.0,0.0,-1.247,0.4097,800.3473,800.5977726,-0.2504725999999664,0.0010137
44,49,93,0.053763440860215055,0.26881720430107525,20.526833787405323,0.22071864287532608,401.25438669765214,1,2.0,6.0,2.0,1.0,0.8571428571428571,-0.6326,0.7598,793.5735,793.4260311,0.14746889999992163,0.0020646
45,48,93,0.03225806451612903,0.0967741935483871,20.526833787405323,0.22071864287532608,420.1057667472725,1,2.0,5.0,2.0,2.0,1.4285714285714286,-0.7136,1.3201,784.8095,784.4387715,0.3707284999999274,0.0026319
46,47,93,0.010752688172043012,0.010752688172043012,20.526833787405323,0.22071864287532608,439.39269092204916,1,2.0,4.0,2.0,3.0,1.7142857142857142,-0.9829,1.6609,774.2817,773.6264241,0.6552758999999924,0.3700098
36,58,94,0.23404255319148937,5.148936170212766,20.673717099616514,0.21993316063421828,265.16445400246636,2,2.0,14.0,3.0,8.0,5.090909090909091,3.2507,0.846,791.3285,791.8871892,-0.5586892000000034,0.0121072
37,57,94,0.2127659574468085,4.25531914893617,20.673717099616514,0.21993316063421828,280.48030263271954,0,2.0,13.0,3.0,7.0,4.55,3.2387,0.179,798.2035,798.3198536,-0.11635360000002493,0.0020304
38,56,94,0.19148936170212766,3.4468085106382977,20.673717099616514,0.21993316063421828,296.2293267025118,2,2.0,12.0,3.0,6.0,4.0,1.7414,0.0116,807.8281,807.8204336,0.007666399999948226,0.0016638
39,55,94,0.1702127659574468,2.723404255319149,20.673717099616514,0.21993316063421828,312.4116441397897,0,2.0,11.0,3.0,5.0,3.4375,1.8624,0.0533,810.0683,810.5438392,-0.4755391999999574,0.0063826
40,54,94,0.14893617021276595,2.0851063829787235,20.673717099616514,0.21993316063421828,329.0273678094346,2,2.0,10.0,3.0,4.0,2.857142857142857,1.4397,0.1484,814.9261,814.6793504,0.24674960000004376,0.0001692
41,53,94,0.1276595744680851,1.5319148936170213,20.673717099616514,0.21993316063421828,346.0766058523699,0,2.0,9.0,3.0,3.0,2.25,1.2967,0.3099,812.9864,812.9967316,-0.01033159999997224,0.0014946
42,52,94,0.10638297872340426,1.0638297872340425,20.673717099616514,0.21993316063421828,363.5594619942014,2,2.0,8.0,3.0,2.0,1.6,0.4175,0.5401,814.2593,814.2594054,-0.00010539999993852689,0.000141
43,51,94,0.0851063829787234,0.6808510638297872,20.673717099616514,0.21993316063421828,381.4760358267901,0,2.0,7.0,3.0,1.0,0.875,-0.4081,0.579,809.0144,809.2213062,-0.20690619999993487,0.0040702
44,50,94,0.06382978723404255,0.3829787234042553,20.673717099616514,0.21993316063421828,399.8264230657098,2,2.0,6.0,3.0,0.0,0.0,-1.7305,0.5148,806.6836,806.864228,-0.18062800000006973,0.0031396
45,49,94,0.0425531914893617,0.1702127659574468,20.673717099616514,0.21993316063421828,418.61071578615645,0,2.0,5.0,2.0,1.0,0.8333333333333334,-1.294,0.8573,796.339,796.4059102,-0.06691019999993841,0.0033746
46,48,94,0.02127659574468085,0.0425531914893617,20.673717099616514,0.21993316063421828,437.82900263955634,2,2.0,4.0,2.0,2.0,1.3333333333333333,-1.6482,1.3658,789.2702,788.8182208,0.45197920000009617,0.0042864
36,59,95,0.24210526315789474,5.568421052631579,20.820080460021323,0.21915874168443503,264.2307686164324,1,2.0,14.0,3.0,9.0,5.478260869565218,-0.1407,1.9458,794.6886,794.7696485,-0.08104850000006536,0.0186295
37,58,95,0.22105263157894736,4.6421052631578945,20.820080460021323,0.21915874168443503,279.49268775566617,1,2.0,13.0,3.0,8.0,4.9523809523809526,3.8764,0.2653,803.5054,803.7186865,-0.21328649999998106,0.0202445
38,57,95,0.2,3.8,20.820080460021323,0.21915874168443503,295.18625705617734,1,2.0,12.0,3.0,7.0,4.421052631578948,2.8898,0.0039,811.9543,812.1633125,-0.20901249999997162,0.005814
39,56,95,0.17894736842105263,3.042105263157895,20.820080460021323,0.21915874168443503,311.31159403066965,1,2.0,11.0,3.0,6.0,3.8823529411764706,2.0347,0.0016,817.4648,817.471618,-0.006818000000066604,0.006783
40,55,95,0.15789473684210525,2.3684210526315788,20.820080460021323,0.21915874168443503,327.86881114660963,1,2.0,10.0,3.0,5.0,3.3333333333333335,1.8896,0.0559,820.8904,821.141278,-0.250878000000057,0.000874
41,54,95,0.1368421052631579,1.7789473684210526,20.820080460021323,0.21915874168443503,344.85801616413966,1,2.0,9.0,3.0,4.0,2.769230769230769,1.8172,0.2936,821.7387,821.4852635,0.2534365000000207,0.000513
42,53,95,0.11578947368421053,1.2736842105263158,20.820080460021323,0.21915874168443503,362.2793124436315,1,2.0,8.0,3.0,3.0,2.1818181818181817,1.1668,0.5914,821.389,821.628514,-0.23951399999998557,0.0001235
43,52,95,0.09473684210526316,0.8526315789473684,20.820080460021323,0.21915874168443503,380.13279922626776,1,2.0,7.0,3.0,2.0,1.5555555555555556,0.056,0.8083,819.2252,819.1556545,0.06954550000000381,0.0050825
44,51,95,0.07368421052631578,0.5157894736842106,20.820080460021323,0.21915874168443503,398.41857189059255,1,2.0,6.0,3.0,1.0,0.8571428571428571,-0.9983,0.723,815.5489,815.809707,-0.2608069999999998,0.0095
45,50,95,0.05263157894736842,0.2631578947368421,20.820080460021323,0.21915874168443503,417.136722187591,1,2.0,5.0,3.0,0.0,0.0,-2.2926,0.5803,809.6559,809.9102165,-0.25431650000007266,0.0038855
46,49,95,0.031578947368421054,0.09473684210526316,20.820080460021323,0.21915874168443503,436.28733845653363,1,2.0,4.0,2.0,1.0,0.8,-2.1573,0.8817,801.0161,800.7531665,0.262933500000031,0.0030305
36,60,96,0.25,6.0,20.965931153671168,0.21839511618407473,263.3100964527555,2,2.0,14.0,3.0,10.0,5.833333333333333,-0.9142,3.3045,800.186,799.7637216,0.42227839999998196,0.0192768
37,59,96,0.22916666666666666,5.041666666666667,20.965931153671168,0.21839511618407473,278.5188377422281,0,2.0,13.0,3.0,9.0,5.318181818181818,-0.1065,0.9794,807.2715,807.2540448,0.017455199999972137,0.0033504
38,58,96,0.20833333333333334,4.166666666666667,20.965931153671168,0.21839511618407473,294.157725173253,2,2.0,12.0,3.0,8.0,4.8,3.3663,0.019,817.9214,818.0355936,-0.11419360000002143,0.0084672
39,57,96,0.1875,3.375,20.965931153671168,0.21839511618407473,310.226875849079,0,2.0,11.0,3.0,7.0,4.277777777777778,3.2307,0.0,822.2907,822.6649824,-0.37428239999997004,0.0060768
40,56,96,0.16666666666666666,2.6666666666666665,20.965931153671168,0.21839511618407473,326.72640184529655,2,2.0,10.0,3.0,6.0,3.75,2.0741,0.0082,829.0092,828.9915168,0.017683199999964927,0.0001152
41,55,96,0.14583333333333334,2.0416666666666665,20.965931153671168,0.21839511618407473,343.6564105465742,0,2.0,9.0,3.0,5.0,3.2142857142857144,2.3814,0.155,828.3447,828.3731328,-0.028432800000018688,0.000144
42,54,96,0.125,1.5,20.965931153671168,0.21839511618407473,361.01700495314,2,2.0,8.0,3.0,4.0,2.6666666666666665,1.7314,0.5562,830.8149,830.782848,0.03205200000002151,0.0001248
43,53,96,0.10416666666666667,1.0416666666666667,20.965931153671168,0.21839511618407473,378.8082839603858,0,2.0,7.0,3.0,3.0,2.1,0.8027,0.8789,827.0373,827.0272608,0.01003919999993741,0.0051456
44,52,96,0.08333333333333333,0.6666666666666666,20.965931153671168,0.21839511618407473,397.0303426145235,2,2.0,6.0,3.0,2.0,1.5,-0.6016,1.0579,826.5315,826.503648,0.027852000000052612,0.0001728
45,51,96,0.0625,0.375,20.965931153671168,0.21839511618407473,415.6832723468458,0,2.0,5.0,3.0,1.0,0.8333333333333334,-1.5432,0.8,819.1723,819.328656,-0.15635600000007344,0.0100032
46,50,96,0.041666666666666664,0.16666666666666666,20.965931153671168,0.21839511618407473,434.7671611888184,2,2.0,4.0,3.0,0.0,0.0,-3.0902,0.5958,814.9575,815.0419872,-0.08448720000001231,0.0041952
47,49,96,0.020833333333333332,0.041666666666666664,20.965931153671168,0.21839511618407473,454.28209396995754,0,2.0,3.0,2.0,1.0,0.75,-2.9519,0.7653,802.587,802.5878688,-0.0008688000000347529,0.0900864
36,61,97,0.25773195876288657,6.443298969072165,21.111276288848163,0.21764202359637289,262.40212339287035,1,2.0,14.0,3.0,11.0,6.16,-0.5994,3.9739,802.8821,802.1768565,0.7052435000000514,0.1304068
37,60,97,0.23711340206185566,5.453608247422681,21.111276288848163,0.21764202359637289,277.558420330411,1,2.0,13.0,3.0,10.0,5.6521739130434785,-0.8183,2.2997,812.9863,812.4901584,0.4961415999999872,0.0019109
38,59,97,0.21649484536082475,4.546391752577319,21.111276288848163,0.21764202359637289,293.14338013516846,1,2.0,12.0,3.0,9.0,5.142857142857143,-0.6244,0.4523,821.5743,821.7693433,-0.19504329999995207,0.0033853
39,58,97,0.1958762886597938,3.7216494845360826,21.111276288848163,0.21764202359637289,309.157119506584,1,2.0,11.0,3.0,8.0,4.631578947368421,4.2621,0.0014,828.3801,828.5217752,-0.14167520000000877,0.0067124
40,57,97,0.17525773195876287,2.979381443298969,21.111276288848163,0.21764202359637289,325.59975013377755,1,2.0,10.0,3.0,7.0,4.117647058823529,3.3133,0.0049,833.9251,834.5606654,-0.6355653999999049,0.0001261
41,56,97,0.15463917525773196,2.3195876288659796,21.111276288848163,0.21764202359637289,342.4713790311226,1,2.0,9.0,3.0,6.0,3.6,2.6372,0.1255,836.6346,836.4444248,0.19017519999999877,0.0042486
42,55,97,0.13402061855670103,1.7422680412371134,21.111276288848163,0.21764202359637289,359.7721088436712,1,2.0,8.0,3.0,5.0,3.076923076923077,2.4228,0.3596,837.469,837.6039822,-0.13498219999996763,0.0001649
43,54,97,0.1134020618556701,1.2474226804123711,21.111276288848163,0.21764202359637289,377.50203812579406,1,2.0,7.0,3.0,4.0,2.5454545454545454,1.409,0.8304,836.6324,836.5013638,0.13103619999992588,0.0041225
44,53,97,0.09278350515463918,0.8350515463917526,21.111276288848163,0.21764202359637289,395.6612615959548,1,2.0,6.0,3.0,3.0,2.0,0.175,1.1477,834.5024,834.6151503,-0.11275030000001607,0.0027645
45,52,97,0.07216494845360824,0.5051546391752577,21.111276288848163,0.21764202359637289,414.2498703701633,1,2.0,5.0,3.0,2.0,1.4285714285714286,-1.1259,1.1585,830.392,830.3098053,0.08219470000005913,0.0354632
46,51,97,0.05154639175257732,0.25773195876288657,21.111276288848163,0.21764202359637289,433.26795217632616,1,2.0,4.0,3.0,1.0,0.8,-2.3024,0.8121,824.6527,824.7357391,-0.08303910000006454,0.0048403
47,50,97,0.030927835051546393,0.09278350515463918,21.111276288848163,0.21764202359637289,452.7155915514415,1,2.0,3.0,3.0,0.0,0.0,-3.8818,0.4923,816.8179,817.0515737,-0.23367369999994025,0.0120183
48,49,97,0.010309278350515464,0.010309278350515464,21.111276288848163,0.21764202359637289,472.59287002334906,1,2.0,2.0,2.0,1.0,0.6666666666666666,-3.97,0.5906,806.0693,806.0992261,-0.029926100000011502,0.4201749
37,61,98,0.24489795918367346,5.877551020408164,21.256122803129635,0.21689921227683306,276.6111145985116,0,2.0,13.0,3.0,11.0,5.958333333333333,-0.8821,3.1811,816.6888,816.4114812,0.2773187999999891,0.0160818
38,60,98,0.22448979591836735,4.938775510204081,21.256122803129635,0.21689921227683306,292.1428830004038,2,2.0,12.0,3.0,10.0,5.454545454545454,-1.4485,1.8239,828.1298,827.682373,0.4474270000000615,0.0032242
39,59,98,0.20408163265306123,4.081632653061225,21.256122803129635,0.21689921227683306,308.10196754607983,0,2.0,11.0,3.0,9.0,4.95,3.6761,0.3447,832.6672,832.7663876,-0.09918760000005022,0.0079184
40,58,98,0.1836734693877551,3.306122448979592,21.256122803129635,0.21689921227683306,324.48847954346525,2,2.0,10.0,3.0,8.0,4.444444444444445,4.3759,0.0037,840.7208,840.9770432,-0.2562431999999717,0.0084476
41,57,98,0.16326530612244897,2.6122448979591835,21.256122803129635,0.21689921227683306,341.30252564169393,0,2.0,9.0,3.0,7.0,3.9375,3.7804,0.1814,842.2716,842.4375568,-0.16595680000000357,0.004998
42,56,98,0.14285714285714285,2.0,21.256122803129635,0.21689921227683306,358.544208135491,2,2.0,8.0,3.0,6.0,3.4285714285714284,2.8405,0.236,846.3424,846.2465718,0.09582820000002812,0.0001764
43,55,98,0.12244897959183673,1.469387755102041,21.256122803129635,0.21689921227683306,376.213625242861,0,2.0,7.0,3.0,5.0,2.9166666666666665,2.2201,0.5758,843.8953,843.7804606,0.11483940000005077,0.003381
44,54,98,0.10204081632653061,1.0204081632653061,21.256122803129635,0.21689921227683306,394.3108713589943,2,2.0,6.0,3.0,4.0,2.4,0.7995,1.0948,844.7615,844.790772,-0.02927199999999175,0.0064582
