Z,N,A,I,I2A,A23,Am13,Ec,Npair,Zm,vp,Nm,vn,Casten,Esh,Edef,Eth,Eexp,residual,uncertainty
12,9,21,-0.14285714285714285,0.42857142857142855,7.611662611020244,0.3624601243342974,44.62623991983869,1,1.0,4.0,1.0,1.0,0.8,-0.5092,1.4624,149.3945,149.2056657,0.18883429999999635,0.0007539
8,14,22,0.2727272727272727,1.6363636363636365,7.851424410539689,0.3568829277518041,18.50081097465353,2,1.0,0.0,1.0,6.0,0.0,-5.1638,0.0125,162.4161,162.0271884,0.38891160000000013,0.0569206
9,13,22,0.18181818181818182,0.7272727272727273,7.851424410539689,0.3568829277518041,23.829867739475016,0,1.0,1.0,1.0,5.0,0.8333333333333334,0.2156,0.7247,168.0717,167.7344988,0.3372011999999813,0.0123992
10,12,22,0.09090909090909091,0.18181818181818182,7.851424410539689,0.3568829277518041,29.84479748048283,2,1.0,2.0,1.0,4.0,1.3333333333333333,0.9044,1.9078,177.6417,177.7702432,-0.12854320000002417,1.76e-05
11,11,22,0.0,0.0,7.851424410539689,0.3568829277518041,36.54749786074123,0,1.0,3.0,1.0,3.0,1.5,1.4875,1.8497,174.1838,174.1445728,0.03922719999999913,0.000132
12,10,22,-0.09090909090909091,0.18181818181818182,7.851424410539689,0.3568829277518041,43.93957317759341,2,1.0,4.0,1.0,2.0,1.3333333333333333,-0.3211,2.1868,168.3357,168.580819,-0.24511899999998832,0.0001584
8,15,23,0.30434782608695654,2.130434782608696,8.087579399090064,0.35163388691695935,18.228700697775174,1,1.0,0.0,1.0,5.0,0.0,-6.6812,0.0036,164.7689,164.7601688,0.008731199999999717,0.1217114
9,14,23,0.21739130434782608,1.0869565217391304,8.087579399090064,0.35163388691695935,23.47937759515395,1,1.0,1.0,1.0,6.0,0.8571428571428571,-1.5336,0.2793,175.5591,175.3139281,0.24517190000000255,0.0333201
10,13,23,0.13043478260869565,0.391304347826087,8.087579399090064,0.35163388691695935,29.405839636044625,1,1.0,2.0,1.0,5.0,1.4285714285714286,0.8368,1.3465,183.1338,182.9708903,0.16290970000000016,0.0001035
11,12,23,0.043478260869565216,0.043478260869565216,8.087579399090064,0.35163388691695935,36.00995657264731,1,1.0,3.0,1.0,4.0,1.7142857142857142,1.1952,1.9936,185.926,186.5643528,-0.6383528000000069,4.6e-06
12,11,23,-0.043478260869565216,0.043478260869565216,8.087579399090064,0.35163388691695935,43.29330910626961,1,1.0,4.0,1.0,3.0,1.7142857142857142,0.3395,2.1454,181.2028,181.7258267,-0.5230267000000026,3.22e-05
13,10,23,-0.13043478260869565,0.391304347826087,8.087579399090064,0.35163388691695935,51.25725440678919,1,1.0,5.0,1.0,2.0,1.4285714285714286,-0.6602,1.6422,168.3432,168.7217325,-0.3785325000000057,0.000345
8,16,24,0.3333333333333333,2.6666666666666665,8.320335292207616,0.3466806371753174,17.971924231168455,2,1.0,0.0,1.0,4.0,0.0,-8.9953,0.007,169.3797,168.952452,0.42724800000002006,0.1648752
9,15,24,0.25,1.5,8.320335292207616,0.3466806371753174,23.14863808074937,0,1.0,1.0,1.0,5.0,0.8333333333333334,-2.3762,0.2169,179.1665,179.1259944,0.04050560000001724,0.0976704
10,14,24,0.16666666666666666,0.6666666666666666,8.320335292207616,0.3466806371753174,28.991617705225995,2,1.0,2.0,1.0,6.0,1.5,-0.2903,0.7804,192.0725,191.8398048,0.23269519999999488,0.0005136
11,13,24,0.08333333333333333,0.16666666666666666,8.320335292207616,0.3466806371753174,35.50270651875211,0,1.0,3.0,1.0,5.0,1.875,1.3825,1.4119,193.0719,193.5237168,-0.4518167999999889,1.68e-05
12,12,24,0.0,0.0,8.320335292207616,0.3466806371753174,42.68346295627071,2,1.0,4.0,1.0,4.0,2.0,0.7951,1.6757,197.5306,198.2570472,-0.7264471999999955,1.44e-05
13,11,24,-0.08333333333333333,0.16666666666666666,8.320335292207616,0.3466806371753174,50.53522507004423,0,1.0,5.0,1.0,3.0,1.875,0.2749,1.6375,183.0215,183.5899344,-0.568434400000001,0.000228
14,10,24,-0.16666666666666666,0.6666666666666666,8.320335292207616,0.3466806371753174,59.05915654835833,2,1.0,6.0,1.0,2.0,1.5,-1.968,1.0459,171.4222,172.0135896,-0.5913895999999852,0.0194712
8,17,25,0.36,3.24,8.549879733383484,0.3419951893353394,17.729030615143994,1,1.0,0.0,1.0,3.0,0.0,-7.736,0.1017,167.9281,168.195145,-0.267044999999996,0.165085
